datum;factuur;product;omschrijving;aantal;prijs;eenheid
2025-08-02;1281;Aanbetaling (4);Aanbetaling - factuur 852 van 07-06-2025.;-1;838.34;prijs
2025-08-02;1282;Zip Design (20092);Breedte: 3400 mm<p>Hoogte: 2550 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 71818</p;1;1755.37;stuks
2025-08-02;1282;Uitvulprofielen 10mm (20163);- Uitvulprofielen achter de geleiders<p>- RAL 7016 (antraciet)</p><p><br></p><p>- 1x 2415mm</p><p>- 1x 2200mm</p>;1;64.46;stuks
2025-08-02;1282;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p><p><br></p><p>- Omwisselen met situo 1</p>;1;95.04;stuks
2025-08-02;1282;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2025-08-02;1282;Korting (20090);<span style="font-weight: bold,">- korting</span>;1;-352.06;prijs
2025-08-02;1283;Suneye (20131);Breedte: 5000 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 7021 Structuur (antraciet)</p><p>Kleur doek: ORC U785 120</;1;2883.47;stuks
2025-08-02;1283;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-02;1283;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;107.44;stuks
2025-08-02;1283;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-02;1283;Korting (20090);Tijdelijke actie, 20% korting;1;-660.17;prijs
2025-08-02;1283;Aanbetaling (4);Aanbetaling - factuur 576 van 30-04-2025.;-1;1056.26;prijs
2025-08-02;1284;Zip Design (20092);Breedte: 1910 mm<p>Hoogte: 2340 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 001001</;1;1398.35;stuks
2025-08-02;1284;Zip Design (20092);Breedte: 1980 mm<p>Hoogte: 2340 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 001001</;1;1398.35;stuks
2025-08-02;1284;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-02;1284;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;107.44;stuks
2025-08-02;1284;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;2;123.97;stuks
2025-08-02;1284;Korting (20090);Tijdelijke actie, 15% korting;1;-487.61;prijs
2025-08-02;1284;Aanbetaling (4);Aanbetaling - factuur 673 van 13-05-2025.;-1;1103.8;prijs
2025-08-02;1285;Aanbetaling (4);Aanbetaling Prijsopgaaf Screen (3982);-1;1556.7;prijs
2025-08-02;1286;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p><br></p>;9;144.63;stuks
2025-08-02;1287;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4005);1;2079.59;prijs
2025-08-02;1288;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (3984);1;343.14;prijs
2025-08-02;1289;Aanbetaling (4);Aanbetaling Prijsopgaaf Zonwering. (3943);1;1320.66;prijs
2025-08-02;1290;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (3944);1;1227.1;prijs
2025-08-02;1291;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (3952);1;1670.43;prijs
2025-08-04;1296;Rolluik (RollSUPER) (20064);<p><span style="">Breedte: 2130 mm</span></p><p>Hoogte:&nbsp, 1610 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatt;1;962.81;stuks
2025-08-04;1296;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2025-08-04;1296;Korting (20090);Tijdelijke actie, 15% korting;1;-163.64;prijs
2025-08-04;1296;Aanbetaling (4);Aanbetaling - factuur 817 van 04-06-2025.;-1;369.26;prijs
2025-08-04;1294;Suneye (20131);<p><span style="">Breedte: 5300</span><span style="">&nbsp,mm <span style="font-weight: bold,">(Groter als doorgegeven)<;1;2911.57;stuks
2025-08-04;1294;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-04;1294;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-04;1294;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;136.82;stuks
2025-08-04;1294;Korting (20090);- 15% korting;1;-504.59;prijs
2025-08-04;1294;Aanbetaling (4);Aanbetaling - factuur 720 van 20-05-2025.;-1;1141.48;prijs
2025-08-04;1295;Rolluik (RollSUPER) (20064);Breedte: 2545 mm<p>Hoogte:&nbsp, 1560 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;2;1042.15;stuks
2025-08-04;1295;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;103.31;stuks
2025-08-04;1295;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-04;1295;Korting (20090);Tijdelijke actie, 15% korting;1;-358.69;prijs
2025-08-04;1295;Aanbetaling (4);Aanbetaling - factuur 721 van 20-05-2025.;-1;810.91;prijs
2025-08-04;1292;Rolluik (RollSUPER) (20064);Breedte: 980 mm<p>Hoogte:&nbsp, 1605 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pant;3;802.48;stuks
2025-08-04;1292;Rolluik (RollSUPER) (20064);Breedte: 1540 mm<p>Hoogte:&nbsp, 1605 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pan;2;922.31;stuks
2025-08-04;1292;Rolluik (RollSUPER) (20064);Breedte: 790 mm<p>Hoogte:&nbsp, 1605 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pant;1;802.48;stuks
2025-08-04;1292;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2025-08-04;1292;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-04;1292;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;6;99.17;stuks
2025-08-04;1292;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;107.44;stuks
2025-08-04;1292;Korting (20090);Tijdelijke actie, 15% korting;1;-897.48;prijs
2025-08-04;1292;Aanbetaling (4);Aanbetaling - factuur 386 van 02-04-2025.;-1;2031.41;prijs
2025-08-04;1297;Diverse zonwering. (20212);- IO Slim ontvanger.<p><span style="">- situo 1 handzender<br></span></p><p>- Inclusief montage</p><p><br></p><p>Hier ka;1;351.24;prijs
2025-08-04;1297;Aanbetaling (4);Aanbetaling - factuur 766 van 27-05-2025.;-1;140.5;prijs
2025-08-04;1293;Rolluik (RollSUPER) (20064);<p><span style="">Breedte: 3600mm (Groter als doorgegeven)</span><br></p><p>Hoogte: 1820 mm (Groter als doorgegeven)</p>;1;1395.87;stuks
2025-08-04;1293;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HTF 68<p>Maten: 3490mm</p><p>Kleur: Ral 9001</p>;1;62.48;stuks
2025-08-04;1293;Zip Design (20092);Breedte: 3570 mm (Groter als doorgegeven)<p>Hoogte: 2190 mm (Groter als doorgegeven)</p><p>Kastmaat: 110 mm</p><p>Kleur ;1;1853.72;stuks
2025-08-04;1293;Square 85/100 (half afgeschuind) (20171);Breedte: 1640 mm<p>Hoogte: 1585 mm</p><p>Kastmaat: 85 mm</p><p>Kleur Omvatting: Ral 9001</p><p>Kleur Doek: 71818</p><p>O;1;509.92;stuks
2025-08-04;1293;Montage screen solar (20253);- Montage Screen solar / handbediend<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p><br></p><p></p>;2;123.97;stuks
2025-08-04;1293;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2025-08-04;1293;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-04;1293;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-04;1293;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;114.88;stuks
2025-08-04;1293;Korting (20090);- 15% tijdelijke actie;1;-661.66;prijs
2025-08-04;1293;Aanbetaling (4);Aanbetaling - factuur 768 van 27-05-2025.;-1;1496.86;prijs
2025-08-05;1298;Rolluik (RollSUPER) (20064);Breedte: 2250 mm<p>Hoogte: &nbsp,1780 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pan;1;999.69;stuks
2025-08-05;1298;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-05;1298;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2025-08-05;1298;Korting (20090);Tijdelijke actie, 15% korting;1;-174.55;prijs
2025-08-05;1298;Aanbetaling (4);Aanbetaling - factuur 706 van 19-05-2025.;-1;404.44;prijs
2025-08-05;1299;Zip Design (20092);Breedte: 2730 mm<p>Hoogte: 2460 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 71818</p;1;1660.33;stuks
2025-08-05;1299;Zip Design (20092);Breedte: 1840 mm<p>Hoogte: 1610 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 71818</p;1;1284.3;stuks
2025-08-05;1299;Zip Design (20092);Breedte: 645 mm<p>Hoogte: 1610 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 71818</p>;1;1066.94;stuks
2025-08-05;1299;Zip Design (20092);Breedte: 645 mm<p>Hoogte: 1980 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 71818</p>;1;1065.29;stuks
2025-08-05;1299;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;4;123.97;stuks
2025-08-05;1299;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-05;1299;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;99.17;stuks
2025-08-05;1299;Korting (20090);<span style="font-weight: bold,">- 21% KORTING</span>;1;-1211.58;prijs
2025-08-05;1299;Aanbetaling (4);Aanbetaling - factuur 855 van 07-06-2025.;-1;1822.15;prijs
2025-08-05;1300;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 880 mm</span></p><p>Hoogte: 2260 mm</p><p>Kleur: RAL 7016 (Antraciet)</p><p>Kleur gaas: Zwart;1;542.98;stuks
2025-08-05;1300;Hoeklijnen (20100);Maten: 20x50x2260mm<p>Kleur: Ral 7016</p><p>Materiaal: Aluminium</p>;1;57.02;stuks
2025-08-05;1300;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p>;1;61.98;stuks
2025-08-05;1300;Korting (20090);<span style="font-weight: bold,">- 15% tijdelijke actie</span>;1;-100;prijs
2025-08-05;1300;Aanbetaling (4);Aanbetaling - factuur 998 van 28-06-2025.;-1;224.79;prijs
2025-08-05;1301;Rolluik (RollSUPER) (20064);<p><span style="">Breedte: 2720mm</span></p><p>Hoogte: &nbsp,1430mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvattin;1;1222.48;stuks
2025-08-05;1301;Rolluik (RollSUPER) (20064);<p>Breedte: 2230mm</p><p>Hoogte:&nbsp, 1030mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleu;1;1079.34;stuks
2025-08-05;1301;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: Hf geleider<p>Maten: 2230mm</p><p>Kleur: Ral 7016</p>;1;47.11;stuks
2025-08-05;1301;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;123.97;stuks
2025-08-05;1301;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;114.88;stuks
2025-08-05;1301;Korting (20090);- 15% korting;1;-407.61;prijs
2025-08-05;1301;Aanbetaling (4);Aanbetaling - factuur 796 van 30-05-2025.;-1;921.66;prijs
2025-08-05;1302;Sunelite (20297);Breedte: 4750 mm<p>Uitval: 3500 mm</p><p>Doek kleur: U104</p><p>Systeemkleur: Ral 7006</p><p>Motor: Somfy IO Motor</p><p;1;3795.04;stuks
2025-08-05;1302;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-05;1302;Situo 5 VAR A/M IO pure (20045);- Auto &amp, Manuel bedienen als u een zonneoog heeft.;1;152.07;stuks
2025-08-05;1302;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2025-08-05;1302;Korting (20090);<span style="font-weight: bold,">- 15% tijdelijke actie.</span>;1;-647.93;prijs
2025-08-05;1302;Aanbetaling (4);Aanbetaling - factuur 597 van 01-05-2025.;-1;1468.1;prijs
2025-08-05;1303;Zip Design (20092);<p><span style="">Breedte: 1975 mm</span></p><p>Hoogte: 1492 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: </p><p>Kle;1;1212.4;stuks
2025-08-05;1303;Montage screen bedraad. (20251);- Montage<p></p><p>- Klein materiaal</p><p>- Afwerken elektra</p><p>- Afstellen motor</p><p></p>;1;144.63;stuks
2025-08-05;1303;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-204.13;prijs
2025-08-05;1303;Aanbetaling (4);Aanbetaling - factuur 793 van 30-05-2025.;-1;461.16;prijs
2025-08-06;1304;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (3791);1;707.11;prijs
2025-08-06;1305;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4019);1;928.92;prijs
2025-08-06;1306;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4017);1;1083.97;prijs
2025-08-06;1307;Aanbetaling (4);Aanbetaling Prijsopgave screens (3997);1;2102.81;prijs
2025-08-06;1308;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (3951);1;974.38;prijs
2025-08-06;1309;Suneye (20131);<p><span style="">Breedte: 4600 mm</span><br></p><p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 9005 STR</p><p>Kleur doek:;1;2944.63;stuks
2025-08-06;1309;Verlengd montage profiel rond (50cm) (20041);<p>- Set verlengde muursteunen t.b.v. montage scherm<br>- RAL&nbsp,<br></p>;2;99.17;stuks
2025-08-06;1309;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-06;1309;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-06;1309;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2025-08-06;1309;Rolluik (RollSUPER) (20064);Breedte: 1545mm<p>Hoogte: &nbsp,1095mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9016</p><p>Kleur Pants;1;772.73;stuks
2025-08-06;1309;Rolluik (RollSUPER) (20064);Breedte: 1515mm<p>Hoogte: &nbsp,1095mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9016</p><p>Kleur Pants;1;772.73;stuks
2025-08-06;1309;Rolluik (RollSUPER) (20064);Breedte: 1515mm<p>Hoogte: 1095 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9016</p><p>Kleur Pantser: R;1;772.73;stuks
2025-08-06;1309;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-06;1309;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;99.17;stuks
2025-08-06;1309;Montage rolluik bedraad (vanaf 3 stuks) (20240);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;3;82.64;stuks
2025-08-06;1309;Korting (20090);<span style="font-weight: bold,">20% korting</span>;1;-1226.42;prijs
2025-08-06;1309;Aanbetaling (4);Aanbetaling - factuur 799 van 30-05-2025.;-1;2004.3;prijs
2025-08-06;1310;Zip Design (20092);<p><span style="">Breedte: 2870 mm</span></p><p>Hoogte: 2160 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9010</;1;1688.43;stuks
2025-08-06;1310;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;66.61;stuks
2025-08-06;1310;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2025-08-06;1310;Korting (20090);- 15% korting;1;-283.14;prijs
2025-08-06;1310;Aanbetaling (4);Aanbetaling - factuur 870 van 11-06-2025.;-1;638.35;prijs
2025-08-06;1311;Zip Design (20092);Breedte: 1705 mm<p>Hoogte: 1515 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral 9010</p><p>Kleur doek: 70818</p><p>;1;1103.31;stuks
2025-08-06;1311;Zip Design (20092);Breedte: 830 mm<p>Hoogte: 1250 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral 9010</p><p>Kleur doek: 70818</p><p>O;1;938.02;stuks
2025-08-06;1311;Los screendoek (20115);Breedte: 700mm<p>Hoogte: 1520mm</p><p>Doek kleur: 70818</p><p><br></p><p>Inclusief tourniquets en montage</p><p>Rond om ;1;0;uur
2025-08-06;1311;Los screendoek (20115);Breedte: 700mm<p>Hoogte: 1520mm</p><p>Doek kleur: 70818</p><p><br></p><p>Breedte: 300mm</p><p>Hoogte: 1580mm</p><p>Doek ;1;243.8;prijs
2025-08-06;1311;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;2;123.97;stuks
2025-08-06;1311;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;107.44;stuks
2025-08-06;1311;Korting (20090);- 15% korting;1;-396.71;prijs
2025-08-06;1311;Aanbetaling (4);Aanbetaling - factuur 668 van 13-05-2025.;-1;897.52;prijs
2025-08-06;1312;Suneye (20131);Breedte: 4500 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 7039 STR</p><p>Kleur doek: U785 Ral 7039</p><p>Bediening: S;1;2801.65;stuks
2025-08-06;1312;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;127.27;stuks
2025-08-06;1312;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;206.61;stuks
2025-08-06;1312;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;123.97;stuks
2025-08-06;1312;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-06;1312;Korting (20090);Tijdelijke actie, <span style="font-weight: bold,">20% korting.</span>;1;-671.07;prijs
2025-08-06;1312;Aanbetaling (4);Aanbetaling - factuur 614 van 03-05-2025.;-1;1073.39;prijs
2025-08-06;1313;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4018);1;901.16;prijs
2025-08-06;1314;Aanbetaling (4);Aanbetaling Prijsopgave rolluiken (3994);1;1153.72;prijs
2025-08-06;1315;Rolluik (RollSUPER) (20064);Breedte: 2680mm<p>Hoogte:&nbsp, 2400mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001&nbsp,</p><p>Kleur;1;1267.77;stuks
2025-08-06;1315;Rolluik (RollSUPER) (20064);Breedte: 2080mm<p>Hoogte:&nbsp, 2400mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pants;1;1176.03;stuks
2025-08-06;1315;Kokers (20099);- Afmeting 100x50x2x2400<p>- Kleur&nbsp, Ral 9001</p><p>- Materiaal&nbsp, aluminium</p>;1;130.95;stuks
2025-08-06;1315;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: Hoeklijn<p>Maten: 100x40x3x2625</p><p>&nbsp, &nbsp, &nbsp, &nbsp, &;1;145.51;stuks
2025-08-06;1315;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-06;1315;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;82.64;stuks
2025-08-06;1315;Korting (20090);-15% Korting , tijdelijke actie&nbsp,;1;-447.11;prijs
2025-08-06;1315;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;0;stuks
2025-08-06;1315;Aanbetaling (4);Aanbetaling - factuur 698 van 16-05-2025.;-1;1013.39;prijs
2025-08-06;1316;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 922 mm</span></p><p>Hoogte (dagmaat): 1465 mm</p><p>Type kozijn: Hout</p><p>Systeem;3;187.6;stuks
2025-08-06;1316;Fakro rolgordijn (20284);Fakro <span style="font-weight: bold,">DUETTE</span>, verduisterend.<p>Bediening: Handbediend</p><p>Dakcode: FTW-V</p><p;1;241.32;stuks
2025-08-06;1316;Montage (20275);- Montage Fakro product.;1;34.71;prijs
2025-08-06;1316;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-127.26;prijs
2025-08-06;1316;Aanbetaling (4);Aanbetaling - factuur 1106 van 12-07-2025.;-1;284.63;prijs
2025-08-06;1317;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (4110);1;879.5;prijs
2025-08-06;1318;Korting (20090);Dit mag ingehouden worden van het eind bedrag!;1;-206.61;prijs
2025-08-06;1320;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 925 mm</span></p><p>Hoogte: 2330 mm</p><p>Kleur: RAL 9001</p><p>Kleur gaas: Zwart</p><p>Monta;1;437.19;stuks
2025-08-06;1320;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p>;1;61.98;stuks
2025-08-06;1320;Zonweringsdoek  (20124);Doek kleur: 8779<p>Breedte: 3300 mm</p><p>Hoogte: 2780 mm</p><p>- Rond om zomen</p><p>- 2x Alupees 3300mm</p><p>- 12x To;1;910.02;stuks
2025-08-06;1320;Korting (20090);- 15% korting;1;-211.67;prijs
2025-08-06;1320;Aanbetaling (4);Aanbetaling - factuur 756 van 23-05-2025.;-1;479.01;prijs
2025-08-06;1321;Rolluik (RollSUPER) (20064);Breedte: 2575mm<p>Hoogte:&nbsp, 1160mm</p><p>Kastmaat: 185 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pants;2;1004.13;stuks
2025-08-06;1321;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HF Geleider<p>Maten: 2575</p><p>Kleur: 7016</p>;2;64.46;stuks
2025-08-06;1321;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-06;1321;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;99.17;stuks
2025-08-06;1321;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;99.17;stuks
2025-08-06;1321;Korting (20090);<span style="font-weight: bold,">- 20% korting</span>;1;-506.59;prijs
2025-08-06;1321;Aanbetaling (4);Aanbetaling - factuur 748 van 23-05-2025.;-1;809.26;prijs
2025-08-06;1322;Rolluik band (optrek) (20112);Screen band voor handbediende screens;1;227.27;prijs
2025-08-06;1322;Diverse zonwering. (20212);- Bandopwinder<p>- Katrol</p>;1;46.28;prijs
2025-08-06;1319;Aanbetaling (4);Aanbetaling Prijsopgave rolluik (3534);-1;676.37;prijs
2025-08-06;1323;Zip Design (20092);Breedte: 2475 mm<p>Hoogte: 1420 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: 9010 (wit)</p><p>Kleur doek: 70811</p><;1;1295.04;stuks
2025-08-06;1323;Zip Design (20092);Breedte: 2455<span style="">&nbsp,mm</span><p></p><p>Hoogte: 1425 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: 9010 ;1;1295.04;stuks
2025-08-06;1323;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-06;1323;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;2;99.17;stuks
2025-08-06;1323;Korting (20090);korting;1;-469.42;prijs
2025-08-06;1323;Aanbetaling (4);Aanbetaling - factuur 772 van 27-05-2025.;-1;965.62;prijs
2025-08-06;1324;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (3628);1;910.08;prijs
2025-08-06;1325;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (3981);1;921.65;prijs
2025-08-07;1326;Korting (20090);- Zoals besproken met hoeklijn.<p><br></p><p><span style="font-weight: bold,">Dit bedrag mag ingehouden worden op de ein;1;-57;prijs
2025-08-07;1327;Rolluik (RollSUPER) (20064);Breedte: 2370 mm<p>Hoogte:&nbsp, 1470 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9005</p><p>Kleur Pan;1;737.19;stuks
2025-08-07;1327;Rolluik (RollSUPER) (20064);Breedte: 1580 mm<p>Hoogte:&nbsp, 1470 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9005</p><p>Kleur Pan;1;611.57;stuks
