datum;factuur;product;omschrijving;aantal;prijs;eenheid
2026-05-21;3233;Korting (20090);15% Korting&nbsp,;1;-241.49;prijs
2026-05-21;3233;Aanbetaling (4);Aanbetaling - factuur 2672 van 13-03-2026.;-1;547.37;prijs
2026-05-21;3231;Plissé - SmartCord (20151);Breedte: 680 mm<p>Hoogte: 1540 mm&nbsp,</p><p>Bediening: SmartCord</p><p>Model: Top Down / Bottom Up</p><p>Montage: In d;2;304.13;stuks
2026-05-21;3231;Duo Plisse (20183);Breedte: 690mm<p>Hoogte: 730 mm</p><p>Bediening: Handgreep</p><p>Model: Ingespannen lichtkoepel</p><p>Montage: in de dag;1;326.45;stuks
2026-05-21;3231;Duo Plisse (20183);Breedte: 690 mm<p>Hoogte: 760 mm</p><p>Bediening: Handgreep</p><p>Model: Ingespannen lichtkoepel</p><p>Montage: in de da;1;326.45;stuks
2026-05-21;3231;Plissé - SmartCord (20151);<p><span style="">Breedte: 950 mm</span></p><p>Hoogte: 1790&nbsp, mm</p><p>Bediening: SmartCord</p><p>Model: Top Down / ;1;434.3;stuks
2026-05-21;3231;Plissé - SmartCord (20151);Breedte: 740 mm<p>Hoogte: 2870 mm</p><p>Bediening: SmartCord</p><p>Model: Top Down / Bottom Up</p><p>Montage: Op de dag<;1;469.01;stuks
2026-05-21;3231;Hoeklijnen (20100);Maten:&nbsp,<p>2x 20x50x2x690&nbsp,</p><p>2x 20x50x2x1540&nbsp,</p><p></p><p>Kleur: Ral 9001</p><p>Materiaal: Aluminium&;1;102.5;stuks
2026-05-21;3231;Rolluik band (optrek) (20112);-Rolluik band&nbsp,<p>-Montage&nbsp,</p><p>-Band opwinder vervangen&nbsp,</p>;1;82.64;m
2026-05-21;3231;Montage plissé. (20268);- Montage<p>- Klein materiaal</p>;6;33.06;stuks
2026-05-21;3231;Korting (20090);15% Korting&nbsp,;1;-333.47;prijs
2026-05-21;3231;Aanbetaling (4);Aanbetaling - factuur 2648 van 10-03-2026.;-1;885.8;prijs
2026-05-21;3230;Aanbetaling (4);Aanbetaling Prijsopgave Zonweringsdoek (5284);1;412.59;prijs
2026-05-21;3229;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5439);1;1064.96;prijs
2026-05-21;3235;Aanbetaling (4);Aanbetaling Prijsoppgaaf Sonty. (5599);1;892.56;prijs
2026-05-21;3236;Rolluik (RollSUPER) (20064);Breedte: 2455 mm<p>Hoogte:&nbsp, 2680 mm</p><p>Kastmaat: 205 mm</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pantser: RAL;1;1352.89;stuks
2026-05-21;3236;Hoeklijnen (20100);Maten: 20x30x2455mm<p>Kleur: Ral 9001</p><p>Materiaal: Aluminium</p><p><br></p><p>Valsde vensterbank.</p>;1;34.71;stuks
2026-05-21;3236;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateri;1;123.97;stuks
2026-05-21;3236;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-05-21;3236;Korting (20090);- 15% KORTING;1;-236.36;prijs
2026-05-21;3236;Aanbetaling (4);Aanbetaling - factuur 2745 van 24-03-2026.;-1;534.88;prijs
2026-05-21;3237;Suneye (20131);Breedte: 4200 mm<p>Uitval: 2500 mm</p><p>Kleur cassette: Ral 9001</p><p>Kleur doek: 34106 SWELA</p><p>Bediening: Somfy I;1;2404.13;stuks
2026-05-21;3237;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-05-21;3237;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmete;1;206.61;stuks
2026-05-21;3237;Takelen Zonwering (20098);<br>;1;123.97;stuks
2026-05-21;3237;Korting (20090);15% tijdelijke actie;1;-419.5;prijs
2026-05-21;3237;Aanbetaling (4);Aanbetaling - factuur 2712 van 19-03-2026.;-1;950.88;prijs
2026-05-21;3238;Suneye (20131);Breedte: 5950 mm<p>Uitval: 2000 mm</p><p>Kleur cassette: Ral 7016 structuur</p><p>Kleur doek: 6236/590&nbsp,</p><p>Bedie;1;2892.56;stuks
2026-05-21;3238;Suneye (20131);Breedte: 4200 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: Ral 7016 structuur</p><p>Kleur doek: 6236/590</p><p>Bediening: ;1;2652.89;stuks
2026-05-21;3238;Verlengd montage profiel rond (50cm) (20041);<p>- Ral 9001&nbsp,</p><p>-T.b.v. montage scherm<br><br></p>;1;82.64;stuks
2026-05-21;3238;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra <span style="font-weight: bold,">(AANSLUITEN OP BESTAANDE STROOM/ S;2;247.93;stuks
2026-05-21;3238;Demontage oude knikarmscherm (20097);- Inclusief afvoeren.<p><br></p><p><span style="font-weight: 700,">€25,00,- van dit bedrag zullen wij einde jaar doneren;1;75;stuks
2026-05-21;3238;Korting (20090);15% tijdelijke actie;1;-929.75;prijs
2026-05-21;3238;Aanbetaling (4);Aanbetaling - factuur 2717 van 20-03-2026.;-1;2107.68;prijs
2026-05-22;3241;Zip Design (20092);Breedte: 3605 mm<p>Hoogte: 2620 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 001044 P;2;1991.74;stuks
2026-05-22;3241;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakking;2;123.97;stuks
2026-05-22;3241;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-05-22;3241;Kokers (20099);Afmeting:&nbsp,<p>- 40x40x2620mm <span style="font-weight: bold,">3x (Staanders)</span></p><p>- 40x40x500mm <span style=;1;161.16;stuks
2026-05-22;3241;Takelen Zonwering (20098);<span style="font-weight: bold,">- Touwen mee 4de etage.</span>;1;0;stuks
2026-05-22;3241;Korting (20090);<span style="font-weight: bold,">- Korting iom Joey</span>;1;-897.54;prijs
2026-05-22;3241;Aanbetaling (4);Aanbetaling - factuur 2711 van 19-03-2026.;-1;1436.03;prijs
2026-05-22;3239;Los rolluik pantser (20129);Breedte: 2590mm Inclusief arreteernokjes<p>Hoogte: 1440mm</p><p>Kleur: 7016</p><p><br></p><p>Inclusief montage en nieuwe;1;584.3;stuks
2026-05-22;3239;Korting (20090);- Opname kosten;1;-144.63;prijs
2026-05-22;3239;Aanbetaling (4);Aanbetaling - factuur 2184 van 10-12-2025.;-1;175.87;prijs
2026-05-22;3240;Zip Design (20092);Breedte: 2090 mm<p>Hoogte: 2670 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 5011</p><p>Kleur doek:<span style=";1;1851.24;stuks
2026-05-22;3240;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-05-22;3240;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-05-22;3240;Korting (20090);Tijdelijke actie 15%;1;-305.58;prijs
2026-05-22;3240;Aanbetaling (4);Aanbetaling - factuur 2651 van 10-03-2026.;-1;692.64;prijs
2026-05-22;3242;Vervangen staalkabel uitvalscherm (20168);- Staalkabel<p>- Montage</p>;1;152.89;prijs
2026-05-22;3248;Suneye (20131);Breedte: 5250mm<p>Uitval: 2500</p><p>Kleur cassette: Ral 9005 STR</p><p>Kleur doek: U811</p><p>Bediening: Somfy IO motor;1;1644.63;stuks
2026-05-22;3251;Aanbetaling (4);Aanbetaling Prijsopgave zonwering (5427);1;675.78;prijs
2026-05-22;3250;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5519);1;778.83;prijs
2026-05-22;3249;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5520);1;925.35;prijs
2026-05-22;3247;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5444);1;1425.13;prijs
2026-05-22;3246;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5518);1;2925.69;prijs
2026-05-22;3245;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5511);1;761.74;prijs
2026-05-22;3244;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5477);1;966.14;prijs
2026-05-22;3243;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5597);1;99.18;prijs
2026-05-26;3261;Suncube 150 (20150);Type: Uitvalscherm<p>Breedte: 3440&nbsp, mm</p><p>Uitval: 1150 mm</p><p>Systeemkleur: Ral 9001</p><p>Doekcode: D108</p><;1;1781.6;stuks
2026-05-26;3261;Suncube 150 (20150);Type: Uitvalscherm<p>Breedte: 2830 mm</p><p>Uitval: 1150 mm</p><p>Systeemkleur: Ral 9001</p><p>Doekcode: D108</p><p>Bedi;1;1641.15;stuks
2026-05-26;3261;Montage uitvalscherm (20250);<p>- Montage</p>- Afwerken elektra<br><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;2;181.82;stuks
2026-05-26;3261;Hoeklijnen (20100);Maten: 50x70x3x1300<p>Kleur: Ral 9001</p><p>Materiaal: Aluminium</p><p><br></p><p><span style="font-weight: bold,">Monta;1;60.33;stuks
2026-05-26;3261;Demontage uitvalscherm (20317);- Demontage uitvalscherm<p>- Afvoeren uitvalscherm</p>;2;45.45;stuks
2026-05-26;3261;Korting (20090);tijdelijke actie 15%;1;-567.96;prijs
2026-05-26;3261;Hoogwerker (20085);Inclusief transport kosten.<p>Telescoop 24 meter</p>;1;454.55;stuks
2026-05-26;3261;Aanbetaling (4);Aanbetaling - factuur 2674 van 14-03-2026.;-1;1529.68;prijs
2026-05-26;3253;Rolluik (RollSUPER) (20064);Breedte: 2595<p>Hoogte:&nbsp, 1615</p><p>Kastmaat: 170 mm</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: RAL&nbsp,;2;1137.19;stuks
2026-05-26;3253;Zip Design (20092);Breedte: 1990<p>Hoogte: 2380</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016</p><p>Kleur doek: 71818</p><p>Onderl;1;1433.06;stuks
2026-05-26;3253;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-05-26;3253;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-05-26;3253;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 830</span></p><p>Hoogte: 2300</p><p>Kleur: RAL 7016ST</p><p>Kleur gaas: Zwart</p><p>Montage: ;1;452.89;stuks
2026-05-26;3253;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateri;2;123.97;stuks
2026-05-26;3253;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakking;1;123.97;stuks
2026-05-26;3253;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateriaal&nbsp,<;1;61.98;stuks
2026-05-26;3253;Korting (20090);15% Korting&nbsp,;1;-712.69;prijs
2026-05-26;3253;Tahoma switch (20141);- Appbediening voor Somfy motoren (RTS / IO).<p>- Dynamisch / Automatiseren van de producten.</p><p>- Op afstand overal ;1;161.16;stuks
2026-05-26;3253;Aanbetaling (4);Aanbetaling - factuur 2730 van 23-03-2026.;-1;1541.04;prijs
2026-05-26;3262;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5333);1;500.49;prijs
2026-05-26;3260;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5530);1;819.5;prijs
2026-05-26;3259;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5532);1;1168.08;prijs
2026-05-26;3258;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5475);1;900.83;prijs
2026-05-26;3257;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5486);1;973.81;prijs
2026-05-26;3256;Aanbetaling (4);Aanbetaling prijsopgave Sonty (5406);1;328.6;prijs
2026-05-26;3255;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5487);1;838.51;prijs
2026-05-26;3254;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5205);1;317.68;prijs
2026-05-26;3252;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5515);1;2294.19;prijs
2026-05-27;3270;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5628);1;572.23;prijs
2026-05-27;3269;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5531);1;822.11;prijs
2026-05-27;3268;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5627);1;611.9;prijs
2026-05-27;3267;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5443);1;2910.53;prijs
2026-05-27;3266;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5476);1;992.74;prijs
2026-05-27;3264;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5572);1;1663.14;prijs
2026-05-27;3263;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5570);1;313.39;prijs
2026-05-27;3265;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 591 mm</span></p><p>Hoogte (dagmaat):&nbsp, 1382 mm</p><p>Type kozijn: Kunststof&nb;2;139.67;stuks
2026-05-27;3265;Montage inklemhor. (20261);- Montage inklemhor<p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateriaal&nbsp,</p>;2;16.53;stuks
2026-05-27;3265;Korting (20090);15% Korting&nbsp,;1;-46.86;prijs
2026-05-27;3265;Aanbetaling (4);Aanbetaling - factuur 2892 van 09-04-2026.;-1;106.22;prijs
2026-05-28;3280;Rolluik (RollSUPER) (20064);Breedte: 1140&nbsp, mm<p>Hoogte: 1690 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7016 STR</p><p>Kleur;3;870.25;stuks
2026-05-28;3280;Rolluik (RollSUPER) (20064);Breedte: 1120 mm<p>Hoogte: 1470 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7016 STR</p><p>Kleur Pants;1;839.67;stuks
2026-05-28;3280;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: Hoeklijn&nbsp,<p>Maten: 120x20x2x1000</p><p>Kleur: 7016 STR&nbsp,</;1;28.93;stuks
2026-05-28;3280;Rolluik (RollSUPER) (20064);Breedte: 2470 mm<p>Hoogte:&nbsp, 1470 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7016 STR&nbsp,</p><p;1;1074.38;stuks
2026-05-28;3280;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: Hoeklijn&nbsp,<p>Maten: 120x20x2x2360</p><p>Kleur: Ral 7016 STR&nbs;1;74.38;stuks
2026-05-28;3280;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;2;95.04;stuks
2026-05-28;3280;Tahoma switch (20141);- Appbediening voor Somfy motoren (RTS / IO).<p>- Dynamisch / Automatiseren van de producten.</p><p>- Op afstand overal ;1;161.16;stuks
2026-05-28;3280;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateri;5;123.97;stuks
2026-05-28;3280;Korting (20090);Korting 20%&nbsp,;1;-840.53;prijs
2026-05-28;3280;Korting (20090);<span style="font-weight: bold,">- Extra korting.</span>;1;-213.22;prijs
2026-05-28;3280;Aanbetaling (4);Aanbetaling - factuur 2727 van 20-03-2026.;-1;1818.18;prijs
2026-05-28;3281;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5661);1;752.73;prijs
2026-05-28;3279;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5549);1;1402.44;prijs
2026-05-28;3277;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5207);1;823.87;prijs
2026-05-28;3276;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5430);1;978.25;prijs
2026-05-28;3274;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5567);1;1179.01;prijs
2026-05-28;3273;Aanbetaling (4);Aanbetaling Prijsopgave Sonty screen (5632);1;780.31;prijs
2026-05-28;3272;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5624);1;328.92;prijs
2026-05-28;3271;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5633);1;1071.81;prijs
2026-05-28;3275;Rolluik (RollSUPER) (20064);<p><span style="font-weight: bold,">GEKOPPELD</span></p>Breedte: 3870 mm<p><span style="">Breedte Links: 2120 mm</span><;1;1952.07;stuks
2026-05-28;3275;Montage gekoppeld rolluik solar (20244);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateri;1;185.95;stuks
2026-05-28;3275;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HF Geleider<p>Breedte: 3870 mm</p><p>Kleur: Ral 9010</p>;1;47.11;stuks
2026-05-28;3275;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-05-28;3275;Zip Design (20092);Breedte: 3270 mm<p>Hoogte: 2095 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9010</p><p><br></p><p>Kleur doek: 7;1;1721.49;stuks
2026-05-28;3275;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakking;1;123.97;stuks
2026-05-28;3275;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-05-28;3275;Korting (20090);15% korting;1;-628.93;prijs
2026-05-28;3275;Aanbetaling (4);Aanbetaling - factuur 2836 van 02-04-2026.;-1;1423.47;prijs
2026-05-28;3282;Suneye (20131);<p><span style="font-weight: bold,">Voorraadscherm</span></p>Breedte:&nbsp, 5000 mm<p>Uitval:&nbsp, 3000 mm</p><p>Kleur ;1;2785.95;stuks
2026-05-28;3282;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmete;1;206.61;stuks
2026-05-28;3282;Tahoma switch (20141);- Appbediening voor Somfy motoren (RTS / IO).<p>- Dynamisch / Automatiseren van de producten.</p><p>- Op afstand overal ;1;161.16;stuks
2026-05-28;3282;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;132.23;stuks
2026-05-28;3282;Korting (20090);korting&nbsp,;1;-642.75;prijs
2026-05-28;3282;Aanbetaling (4);Aanbetaling - factuur 3102 van 05-05-2026.;-1;1057.28;prijs
2026-05-28;3278;Suncontrol 165 zip (20277);<p>Serrezonwering Bovenliggend&nbsp,</p><p><br></p>Breedte:&nbsp, 3740mm<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 901;1;3219.01;stuks
2026-05-28;3278;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-05-28;3278;Montage serre zonwering. (20307);<p>- Montage</p>- Afwerken elektra<br><p>- Klein materiaal</p><p>- Afstellen zonwering</p><p>- Inmeten product&nbsp,</p>;1;289.26;stuks
2026-05-28;3278;Korting (20090);15% korting;1;-535.54;prijs
2026-05-28;3278;Aanbetaling (4);Aanbetaling - factuur 2786 van 27-03-2026.;-1;1213.88;prijs
2026-05-29;3283;Volant (20220);Breedte: 2820 mm<p>Hoogte: 250 mm</p><p>Doek code: U792 120<br></p><p>Vorm: Golvend / Modern</p>;1;227.27;stuks
2026-05-29;3283;Aanbetaling (4);Aanbetaling - factuur 2669 van 13-03-2026.;-1;90.91;prijs
2026-05-29;3285;Aanbetaling (4);Aanbetaling Prijsopgave Roma rolluiken (5508);1;2127.28;prijs
2026-05-29;3286;Aanbetaling (4);Aanbetaling Prijsopgaaf Horren (5527);1;859.17;prijs
2026-05-29;3287;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5054);1;934.54;prijs
2026-05-29;3288;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5536);1;212.15;prijs
2026-05-29;3289;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5574);1;770.88;prijs
2026-05-29;3291;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5667);1;1177.32;prijs
2026-05-29;3292;Suneye (20131);Breedte: 5000 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 7016 Structuur (antraciet)</p><p>Kleur doek: U140&nbsp,</p>;1;2790.98;stuks
2026-05-29;3292;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;206.61;stuks
2026-05-29;3292;Kokers (20099);- Afmeting.&nbsp, &nbsp,80x40x4x600<p>- Kleur RAL 7016&nbsp,</p><p>- Materiaal Aluminium&nbsp,</p><p>-Leverancier Sunmas;2;38.02;stuks
2026-05-29;3292;Rolluik (RollSUPER) (20064);Breedte: 1380 mm<p>Hoogte: 1860 mm</p><p>Kastmaat: 185 mm (schuin)</p><p>Kleur Omvatting: RAL 9010 (wit)&nbsp,</p><p>Kle;1;941.32;stuks
2026-05-29;3292;Amy 1-Kanaals (20319);- wandschakelaar inclusief temperatuur meter.;2;61.16;stuks
2026-05-29;3292;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2026-05-29;3292;Demontage oude Rolluik / Screen (20310);- Inclusief afvoeren.<p><br></p><p><span style="font-weight: 700,">€25,00,- van dit bedrag zullen wij einde jaar doneren;2;61.98;stuks
2026-05-29;3292;Korting (20090);tijdelijke actie 15%;1;-657.77;prijs
2026-05-29;3292;Aanbetaling (4);Aanbetaling - factuur 2753 van 24-03-2026.;-1;1490.97;prijs
2026-05-29;3294;Zip Design (20092);Breedte:&nbsp, 2600 mm<p>Hoogte:&nbsp, 1600 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: RAL 7043</p><p>Kleur doek: ;2;1617.97;stuks
2026-05-29;3294;Zip Design (20092);Breedte:&nbsp, 980 mm<p>Hoogte: 1600 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: RAL 7043</p><p>Kleur doek: 71701</;1;1147.23;stuks
2026-05-29;3294;Demontage oude Rolluik / Screen (20310);- Inclusief afvoeren.<p><br></p><p><span style="font-weight: 700,">€25,00,- van dit bedrag zullen wij einde jaar doneren;3;61.98;stuks
2026-05-29;3294;Montage screen bedraad. (20251);- Montage<p></p><p>- Klein materiaal</p><p>- Afwerken elektra</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><;3;161.16;stuks
2026-05-29;3294;Hoogwerker (20085);Inclusief transport kosten.<p>Inclusief rijplaten voor straatwerk.</p>;1;454.55;stuks
2026-05-29;3294;Korting (20090);15%;1;-826.07;prijs
2026-05-29;3294;Aanbetaling (4);Aanbetaling - factuur 2800 van 30-03-2026.;-1;1872.43;prijs
2026-05-29;3290;Dubbele Plisséhordeur Unilux (20083);<p><span style="">Breedte: 1765 mm</span></p><p>Hoogte: 2305 mm</p><p>Kleur: RAL 9010</p><p>Kleur gaas: Zwart</p><p>Mont;1;1123.97;stuks
2026-05-29;3290;Montage plisséhordeur dubbel (20265);- Montage Plisséhordeur<p>- Klein materiaal</p>;1;78.51;stuks
2026-05-29;3290;Korting (20090);Tijdelijke actie 15%;1;-180.37;prijs
2026-05-29;3290;Aanbetaling (4);Aanbetaling - factuur 2760 van 25-03-2026.;-1;408.84;prijs
2026-05-29;3293;Rolluik (RollSUPER) (20064);Breedte: 1240mm<p>Hoogte:&nbsp, 2430mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016 STR</p><p>Kleur P;1;908.26;stuks
2026-05-29;3293;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;82.64;stuks
2026-05-29;3293;Demontage oude Rolluik / Screen (20310);- Inclusief afvoeren.<p><br></p><p><br></p>;1;50;stuks
2026-05-29;3293;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-05-29;3293;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-166.51;prijs
2026-05-29;3293;Aanbetaling (4);Aanbetaling - factuur 2572 van 26-02-2026.;-1;374.55;prijs
2026-05-29;3295;Houten Markies (20081);Markiezen Nederland<br><p>Breedte: 3300 mm</p><p>Uitval: 1300 mm</p><p>Kleur bies: Zwart, Kunststof</p><p>Kleur Systeem:;1;1337.19;stuks
2026-05-29;3295;Montage markies (houten kappen) (20260);- montage<p>- klein materiaal</p>;1;181.82;stuks
2026-05-29;3295;Korting (20090);<span style="font-weight: bold,">15% tijdelijke actie</span>;1;-227.85;prijs
2026-05-29;3295;Aanbetaling (4);Aanbetaling - factuur 1511 van 30-08-2025.;-1;516.46;prijs
2026-05-29;3284;Suneye (20131);Breedte: 5000 mm&nbsp,<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 9001&nbsp,</p><p>Kleur doek: 1403- 708</p><p>Bedienin;1;2723.14;stuks
2026-05-29;3284;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2026-05-29;3284;Zip Design (20092);Breedte:&nbsp, 800<p>Hoogte:&nbsp, 1510</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9001&nbsp,</p><p>Kleur doek:&n;1;1001.65;stuks
2026-05-29;3284;Zip Design (20092);Breedte: 1530<p>Hoogte:&nbsp, 1510</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9001&nbsp,</p><p>Kleur doek: Serge&;1;1129.75;stuks
2026-05-29;3284;Zip Design (20092);Breedte: 4865<p>Hoogte: 1400</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9001&nbsp,</p><p>Kleur doek: Serge 600 00;1;1728.93;stuks
2026-05-29;3284;Kokers (20099);- Afmeting&nbsp, 50x30x2x1220&nbsp,<p>- Kleur Ral 9001&nbsp,</p><p>- Materiaal Aluminium&nbsp,</p><p>-Leverancier Poeder;2;80;stuks
2026-05-29;3284;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-05-29;3284;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;206.61;stuks
2026-05-29;3284;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;2;82.64;stuks
2026-05-29;3284;Montage screen bedraad. (20251);- Montage<p></p><p>- Klein materiaal</p><p>- Afwerken elektra</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-05-29;3284;Tahoma switch (20141);- Appbediening voor Somfy motoren (RTS / IO).<p>- Dynamisch / Automatiseren van de producten.</p><p>- Op afstand overal ;1;161.16;stuks
2026-05-29;3284;Korting (20090);15% Korting&nbsp,<p>Tahoma switch Gratis (Sjoerd)&nbsp,</p>;1;-1118.55;prijs
2026-05-29;3284;Aanbetaling (4);Aanbetaling - factuur 2689 van 17-03-2026.;-1;2535.58;prijs
